"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra015315","Bra015315","PF00248","PTHR11732","KOG1575","","","AT1G04420.1","","NAD(P)-linked oxidoreductase superfamily protein",31
"Bra035101","Bra035101","PF00581","PTHR11364","KOG1529","2.8.1.1,2.8.1.2","K01011","AT1G79230.1","ATMST1,ATRDH1,MST1,ST1,STR1","mercaptopyruvate sulfurtransferase 1",31
"Bra008070","Bra008070","","","","","","AT1G73090.1","","",31
"Bra035490","Bra035490","PF00111","","","","K02639","AT1G32550.1","","2Fe-2S ferredoxin-like superfamily protein",31
"Bra008975","Bra008975","PF00046","","","","","AT5G11270.1","OCP3","overexpressor of cationic peroxidase 3",31
"Bra004639","Bra004639","PF07992,PF00890,PF00070,PF00085,PF00462","PTHR22912","KOG0404","1.8.1.9","K00384","AT2G41680.1","NTRC","NADPH-dependent thioredoxin reductase C",31
"Bra014340","Bra014340","PF00274","PTHR11627","KOG1557","4.1.2.13","K01623","AT2G01140.1","","Aldolase superfamily protein",31
"Bra006182","Bra006182","PF00160","PTHR11071","KOG0880","5.2.1.8","K03768","AT5G13120.1","ATCYP20-2,CYP20-2","cyclophilin 20-2",31
"Bra032122","Bra032122","PF01632","","","","","AT2G24090.1","","Ribosomal protein L35",31
"Bra026243","Bra026243","PF01336,PF00152","PTHR22594","KOG0554","6.1.1.22","K01893","AT4G17300.1","ATNS1,NS1,OVA8","Class II aminoacyl-tRNA and biotin synthetases superfamily protein",31
"Bra006052","Bra006052","PF07977,PF01575","","","4.2.1.-","K02372","AT5G10160.1","","Thioesterase superfamily protein",31
"Bra027163","Bra027163","PF04055","","","","","AT1G60230.1","","Radical SAM superfamily protein",31
"Bra022734","Bra022734","PF00467","PTHR12903","KOG1708","","","AT5G54600.1","","Translation protein SH3-like family protein",31
"Bra040448","Bra040448","PF00687","PTHR23105","KOG1569","","","AT3G63490.1","","Ribosomal protein L1p/L10e family",31
"Bra037364","Bra037364","PF00281,PF00673","PTHR11994","KOG0398","","","AT4G01290.1","","",31
"Bra027274","Bra027274","PF10508","PTHR13554","KOG4413","","K06692","AT3G15180.1","","ARM repeat superfamily protein",31
"Bra036495","Bra036495","PF00677","PTHR21098","KOG3310","2.5.1.9","K00793","AT2G20690.1","","lumazine-binding family protein",31
"Bra012040","Bra012040","PF00288","PTHR20861","","2.7.1.148","K00919","AT2G26930.1","ATCDPMEK,CDPMEK,ISPE,PDE277","4-(cytidine 5\'-phospho)-2-C-methyl-D-erithritol kinase",31
"Bra001587","Bra001587","PF01649","","","","","AT3G15190.1","","chloroplast 30S ribosomal protein S20, putative",31
"Bra025304","Bra025304","PF00542","PTHR11809","KOG1715","","","AT3G27850.1","RPL12-C","ribosomal protein L12-C",31
"Bra027421","Bra027421*","PF00332,PF07983","","","","","AT3G13560.1","","O-Glycosyl hydrolases family 17 protein",31
"Bra027422","Bra027422*","PF00179","PTHR11621","KOG0417","","","AT3G13550.1","CIN4,COP10,EMB144,FUS9","Ubiquitin-conjugating enzyme family protein",31
"Bra037680","Bra037680*","PF00295","","","","","AT2G43860.1","","Pectin lyase-like superfamily protein",31
"Bra037682","Bra037682*","PF00291","PTHR10314","KOG1252","2.5.1.47","K01738","AT2G43750.1","ACS1,ATCS-B,CPACS1,OASB","O-acetylserine (thiol) lyase B",31
"Bra000952","Bra000952*","","","","","","AT4G01290.1","","",31
"Bra000953","Bra000953*","PF00281,PF00673","PTHR11994","KOG0398","","K02931","AT4G01310.1","","Ribosomal L5P family protein",31
"Bra027754","Bra027754","PF01169","PTHR12608","KOG2881","","","AT1G64150.1","","Uncharacterized protein family (UPF0016)",32
"Bra013155","Bra013155","","","","","","AT2G11910.1","","",32
"Bra014870","Bra014870","PF01154,PF08540","PTHR11877","KOG1393","2.3.3.10","K01641","AT4G11820.2","EMB2778,FKP1,HMGS,MVA1","hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase",32
"Bra005064","Bra005064","","PTHR10366","","","","AT2G39080.1","","NAD(P)-binding Rossmann-fold superfamily protein",32
"Bra027196","Bra027196","","PTHR23160","KOG0978","","","AT3G16000.1","MFP1","MAR binding filament-like protein 1",32
"Bra007462","Bra007462","","","","","","AT2G24615.1","","Defensin-like (DEFL) family protein",32
"Bra022147","Bra022147","PF00808,PF00125","PTHR11064","KOG0869","","","AT5G47640.1","NF-YB2","nuclear factor Y, subunit B2",32
"Bra012812","Bra012812","PF02536","PTHR13068","KOG1267","","","AT4G38160.1","pde191","Mitochondrial transcription termination factor family protein",32
"Bra016752","Bra016752","PF03223","PTHR10137","KOG2909","3.6.3.14","K02148","AT1G12840.1","ATVHA-C,DET3","vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)",32
"Bra002665","Bra002665","PF10674","","","","","AT5G58250.1","","",32
"Bra018264","Bra018264","PF01406,PF09334,PF00133,PF09190","PTHR10890","KOG2007","6.1.1.16","K01883","AT2G31170.1","SYCO ARATH","Cysteinyl-tRNA synthetase, class Ia family protein",32
"Bra023675","Bra023675","PF03080","","","","","AT5G18460.1","","Protein of Unknown Function (DUF239)",32
"Bra036243","Bra036243","","","","","","AT4G02725.1","","",32
"Bra014938","Bra014938","PF07189","PTHR20978","KOG3485","","K12832","AT3G23325.1","","Splicing factor 3B subunit 5/RDS3 complex subunit 10",32
"Bra013450","Bra013450","PF05558","PTHR22683","","","","AT4G20260.1","ATPCAP1,PCAP1","plasma-membrane associated cation-binding protein 1",32
"Bra023474","Bra023474","PF07223","","","","","AT3G01560.1","","Protein of unknown function (DUF1421)",32
"Bra006291","Bra006291","","","","","","AT5G15230.1","GASA4","GAST1 protein homolog 4",32
"Bra025459","Bra025459","PF00133,PF09334,PF08264","PTHR11946","KOG0434","6.1.1.5","K01870","AT4G10320.1","","tRNA synthetase class I (I, L, M and V) family protein",32
"Bra011824","Bra011824","","","","","","AT4G39900.1","","",32
"Bra012176","Bra012176","PF00083,PF07690","PTHR11600","KOG0254","","","AT2G48020.1","","Major facilitator superfamily protein",32
"Bra019264","Bra019264","PF00295","","","","","AT4G23820.1","","Pectin lyase-like superfamily protein",32
"Bra033657","Bra033657","PF08246,PF00112,PF00396","PTHR12411","KOG1543","3.4.22.-","K01376","AT5G43060.1","","Granulin repeat cysteine protease family protein",32
"Bra019492","Bra019492*","","","","","","AT3G46890.1","","",32
"Bra019493","Bra019493*","PF00091,PF03953","PTHR11588","KOG1375","","K07375","AT5G62700.1","TUB3","tubulin beta chain 3",32
"Bra021016","Bra021016*","PF07714,PF00069","PTHR23258","","","","AT4G18250.1","","receptor serine/threonine kinase, putative",32
"Bra021017","Bra021017*","PF08323,PF00534","PTHR12526","","","","AT4G18240.1","ATSS4,SS4,SSIV","starch synthase 4",32
"Bra013950","Bra013950","PF00651,PF11900,PF12313","PTHR18958","KOG4214","","","AT1G64280.1","ATNPR1,NIM1,NPR1,SAI1","regulatory protein (NPR1)",33
"Bra005003","Bra005003","PF00412","PTHR18973","KOG1700","","","AT2G39900.1","","GATA type zinc finger transcription factor family protein",33
"Bra005531","Bra005531","PF00231","PTHR11693","KOG1531","","","AT2G33040.1","ATP3","gamma subunit of Mt ATP synthase",33
"Bra003504","Bra003504","PF01501","","","","","AT3G62660.1","GATL7","galacturonosyltransferase-like 7",33
"Bra023435","Bra023435","PF00583,PF08445","PTHR23091","KOG3235","2.3.1.88","K00670","AT5G13780.1","","Acyl-CoA N-acyltransferases (NAT) superfamily protein",33
"Bra003024","Bra003024","PF03226","PTHR13847","KOG3399","","","AT5G53940.1","","Yippee family putative zinc-binding protein",33
"Bra012152","Bra012152","PF00067","PTHR19383","KOG0156","","","AT5G67310.1","CYP81G1","cytochrome P450, family 81, subfamily G, polypeptide 1",33
"Bra005809","Bra005809","PF01148","","KOG4453","","","AT5G04490.1","VTE5","vitamin E pathway gene 5",33
"Bra037380","Bra037380","","","","","","AT4G01150.1","","",33
"Bra028483","Bra028483","PF01190","","","","","AT5G41050.1","","Pollen Ole e 1 allergen and extensin family protein",33
"Bra039120","Bra039120","PF03098","PTHR11903","KOG2408","1.-.-.-","K10529","AT3G01420.1","ALPHA-DOX1,DIOX1,DOX1,PADOX-1","Peroxidase superfamily protein",33
"Bra020748","Bra020748","PF01535","PTHR10483","","","","AT3G06430.1","EMB2750","Tetratricopeptide repeat (TPR)-like superfamily protein",33
"Bra011839","Bra011839","PF00254","PTHR10516","KOG0552","","","AT4G39710.1","FKBP16-2","FK506-binding protein 16-2",33
"Bra038729","Bra038729","","","","","","AT3G12560.1","ATTBP2,TRFL9","TRF-like 9",33
"Bra026019","Bra026019","","","","","","AT1G16880.1","","uridylyltransferase-related",33
"Bra040413","Bra040413","PF10184","","","","","AT3G04890.1","","Uncharacterized conserved protein (DUF2358)",33
"Bra031011","Bra031011","PF05978,PF07690","PTHR23294","KOG3098","","","AT1G18010.1","","Major facilitator superfamily protein",33
"Bra026649","Bra026649","","","","","","AT2G01590.1","CRR3","chlororespiratory reduction 3",33
"Bra035973","Bra035973","","","","","","AT1G05440.1","","C-8 sterol isomerases",33
"Bra039117","Bra039117","PF01429,PF05964,PF05965","PTHR14140","","","","AT3G01460.1","ATMBD9,MBD9","methyl-CPG-binding domain 9",33
"Bra007912","Bra007912","PF00484","PTHR11002","KOG1578","4.2.1.1","K01673","AT1G70410.1","ATBCA4,BCA4,CA4","beta carbonic anhydrase 4",33
"Bra026326","Bra026326","","","","","","","","",33
"Bra023061","Bra023061","PF01754,PF01428","PTHR10634","KOG3173","","","AT2G36320.1","","A20/AN1-like zinc finger family protein",33
"Bra020971","Bra020971","","","","","","AT4G19160.2","","",33
"Bra011460","Bra011460","","","","","","AT4G33666.1","","",33
"Bra000867","Bra000867","PF05564","","","","","AT1G56220.3","","Dormancy/auxin associated family protein",33
"Bra025612","Bra025612","","PTHR13343","KOG3374","","","AT2G04690.1","","Pyridoxamine 5\'-phosphate oxidase family protein",33
"Bra006227","Bra006227","PF01074,PF09261,PF07748","PTHR11607","KOG1959","","","AT5G13980.1","","Glycosyl hydrolase family 38 protein",33
"Bra028524","Bra028524","","","","","","AT5G42070.1","","",33
"Bra009330","Bra009330*","PF00855","PTHR12550","KOG1904","","","AT5G08230.1","","Tudor/PWWP/MBT domain-containing protein",33
"Bra009331","Bra009331*","PF00574","PTHR10381","KOG0840","3.4.21.92","K01358","AT5G23140.1","CLPP2,NCLPP7","nuclear-encoded CLP protease P7",33
"Bra011148","Bra011148*","PF04776","","","","","AT4G29550.1","","Protein of unknown function (DUF626)",33
"Bra011150","Bra011150*","PF04776","PTHR11638","KOG1051","","","AT4G29920.1","","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein",33
"Bra027961","Bra027961*","PF00106","PTHR19410","KOG0725","","","AT1G07440.1","","NAD(P)-binding Rossmann-fold superfamily protein",33
"Bra027962","Bra027962*","PF00106,PF08659","PTHR19410","","","","AT1G07440.1","","NAD(P)-binding Rossmann-fold superfamily protein",33
"Bra025505","Bra025505*","PF00179","PTHR11621","KOG0416","6.3.2.19","K06689","AT1G63800.1","UBC5","ubiquitin-conjugating enzyme 5",33
"Bra025506","Bra025506*","PF02214","PTHR14499","KOG2714","","","AT5G41330.1","","BTB/POZ domain with WD40/YVTN repeat-like protein",33
"Bra027183","Bra027183*","","","","","","AT3G16200.1","","",33
"Bra027184","Bra027184*","PF00857","PTHR11080","KOG4003","","","AT3G16190.1","","Isochorismatase family protein",33
"Bra037181","Bra037181*","PF00069,PF07714","PTHR22982","KOG0032","","","AT5G66210.1","CPK28","calcium-dependent protein kinase 28",33
"Bra037182","Bra037182*","PF00970,PF00175","PTHR19384","","","","AT5G66190.1","ATLFNR1,FNR1","ferredoxin-NADP(+)-oxidoreductase 1",33
"Bra025178","Bra025178*","PF01603","PTHR10257","KOG2085","","K11584","AT3G26020.1","","Protein phosphatase 2A regulatory B subunit family protein",33
"Bra025179","Bra025179*","PF01603","PTHR10257","KOG2085","","K11584","AT3G26030.1","ATB\' DELTA","serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime delta",33
"Bra025180","Bra025180*","PF04755","","","","","AT3G26070.1","","Plastid-lipid associated protein PAP / fibrillin family protein",33
"Bra025181","Bra025181*","PF02517,PF00615","","","","","AT3G26090.1","ATRGS1,RGS1","G-protein coupled receptors;GTPase activators",33
"Bra008476","Bra008476*","","","KOG2878","","","AT1G80380.2","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",33
"Bra008477","Bra008477*","PF00134,PF02984","PTHR10177","KOG0654","","","AT1G80370.1","CYCA2;4","Cyclin A2;4",33
"Bra030607","Bra030607*","PF00141","","","","","AT1G05250.1","","Peroxidase superfamily protein",33
"Bra030608","Bra030608*","PF01963","PTHR21530","","","","AT1G05270.1","","TraB family protein",33
"Bra012076","Bra012076*","PF01535","PTHR10483","","","","AT5G66500.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",33
"Bra012077","Bra012077*","","PTHR22572","","","","AT5G66510.1","GAMMA CA3","gamma carbonic anhydrase 3",33
"Bra012079","Bra012079*","PF04006,PF01263","PTHR11122","","","","AT5G66540.1","","",33
"Bra004214","Bra004214*","PF00903","PTHR10374","KOG2943","4.4.1.5","K01759","AT1G67280.1","","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein",33
"Bra004215","Bra004215*","PF07250,PF09118","","","","","AT1G67290.1","","glyoxal oxidase-related protein",33
"Bra020400","Bra020400*","PF00443","PTHR10420","KOG1867","3.1.2.15","K11855","AT5G57990.1","UBP23","ubiquitin-specific protease 23",33
"Bra020401","Bra020401*","PF02421,PF01926","PTHR10229","KOG0410","","K03665","AT5G57960.1","","GTP-binding protein, HflX",33
"Bra001200","Bra001200*","PF00397,PF00270,PF04851,PF00271","PTHR10967","KOG0331","3.6.4.13","K12823","AT3G06480.1","","DEAD box RNA helicase family protein",33
"Bra001201","Bra001201*","PF10436,PF02518","PTHR11947","KOG0787","","","AT3G06483.1","ATPDHK,PDK","pyruvate dehydrogenase kinase",33
"Bra020086","Bra020086*","","","","","","AT5G20120.1","","",33
"Bra020087","Bra020087*","","","","","","AT5G20130.1","","",33
"Bra013156","Bra013156","PF01928","","","","","AT2G11890.1","","adenylate cyclases",34
"Bra026334","Bra026334","","","","","","AT4G27610.1","","",34
"Bra006215","Bra006215","PF00561","PTHR10992","KOG1454","","","AT5G13800.1","CRN1,PPH","pheophytinase",34
"Bra010124","Bra010124","PF04695","PTHR23058","KOG2629","","K13343","AT5G62810.1","ATPEX14,PED2,PEX14","peroxin 14",34
"Bra012724","Bra012724","","PTHR22814","","","","AT4G16380.1","","Heavy metal transport/detoxification superfamily protein",34
"Bra006482","Bra006482","","","","","","AT5G18850.1","","",34
"Bra037476","Bra037476","PF00254","PTHR10516","KOG0549","5.2.1.8","K09569","AT5G48580.1","FKBP15-2","FK506- and rapamycin-binding protein 15 kD-2",34
"Bra037669","Bra037669","PF03168,PF03947","PTHR13691","","","","AT2G44060.1","","Late embryogenesis abundant protein, group 2",34
"Bra005601","Bra005601","PF01738,PF02230","PTHR17630","KOG3043","3.1.1.45","K01061","AT2G32520.1","","alpha/beta-Hydrolases superfamily protein",34
"Bra013576","Bra013576","PF00141","","","1.11.1.7","K00430","AT4G21960.1","PRXR1","Peroxidase superfamily protein",34
"Bra011469","Bra011469","","","","","","AT4G33780.1","","",34
"Bra029073","Bra029073","PF07724,PF07728,PF00004,PF10431","PTHR11262","KOG0745","","K03544","AT5G53350.1","CLPX","CLP protease regulatory subunit X",34
"Bra000659","Bra000659","PF00491","PTHR11358","KOG2964","3.5.3.1","K01476","AT4G08900.1","","arginase",34
"Bra009080","Bra009080","PF01722","PTHR12735","KOG3348","","","AT5G09830.1","","BolA-like family protein",34
"Bra000821","Bra000821","PF00085","PTHR10438","KOG0910","","","AT4G03520.1","ATHM2","Thioredoxin superfamily protein",34
"Bra006857","Bra006857","PF06426,PF00132","PTHR23416:SF2","KOG4750","2.3.1.30","K00640","AT5G56760.1","ATSERAT1;1,SAT-52,SAT5,SERAT1;1","serine acetyltransferase 1;1",34
"Bra035281","Bra035281","PF03328","","","","","AT4G10750.1","","Phosphoenolpyruvate carboxylase family protein",35
"Bra037475","Bra037475","PF05542","","","","","AT5G48590.1","","Protein of unknown function (DUF760)",35
"Bra004528","Bra004528","","","","","","AT2G46540.1","","",35
"Bra016471","Bra016471","PF03171","PTHR10869","KOG1591","1.14.11.2","K00472","AT1G20270.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",35
"Bra028875","Bra028875","PF01439","","","","","AT3G09390.1","ATMT-1,ATMT-K,MT2A","metallothionein 2A",35
"Bra018828","Bra018828","PF11865,PF02259,PF08771,PF00454,PF02260","PTHR11139","KOG0891","","K07203","AT1G50030.1","TOR","target of rapamycin",35
"Bra033981","Bra033981","","PTHR21290","KOG3058","","","AT1G43580.1","","Sphingomyelin synthetase family protein",35
"Bra033249","Bra033249","PF01553","","","2.3.1.15","K13508","AT1G01610.1","ATGPAT4,GPAT4","glycerol-3-phosphate acyltransferase 4",35
"Bra031802","Bra031802","PF00378","PTHR11941","KOG1684","3.1.2.4","K05605","AT5G65940.1","CHY1","beta-hydroxyisobutyryl-CoA hydrolase 1",35
"Bra014689","Bra014689","PF11969,PF01230","PTHR23089","KOG3275","","","AT3G56490.1","HINT1,HIT3","HIS triad family protein 3",35
"Bra019239","Bra019239","PF10533,PF03106","","","","","AT4G24240.1","ATWRKY7,WRKY7","WRKY DNA-binding protein 7",35
"Bra036931","Bra036931","","","KOG2181","","","AT1G43850.1","SEU","SEUSS transcriptional co-regulator",35
"Bra010567","Bra010567","PF00083,PF07690","PTHR11600","KOG0254","","","AT4G36670.1","","Major facilitator superfamily protein",35
"Bra037623","Bra037623","","PTHR13205","KOG2468","2.7.1.108","K00902","AT3G45040.1","","phosphatidate cytidylyltransferase family protein",35
"Bra016986","Bra016986","PF02705","","","","K03549","AT2G40540.1","ATKT2,ATKUP2,KT2,KUP2,SHY3,TRK2","potassium transporter 2",35
"Bra011706","Bra011706","PF05687","","","","","AT4G36780.1","BEH2","BES1/BZR1 homolog 2",35
"Bra022769","Bra022769","PF03660","PTHR13120","KOG1705","","K12834","AT2G30000.1","","PHF5-like protein",35
"Bra009649","Bra009649","","","","","","","","",35
"Bra039740","Bra039740","PF01124","PTHR10250","","2.5.1.18","K00799","AT1G65820.3","","microsomal glutathione s-transferase, putative",35
"Bra015170","Bra015170","PF10584,PF00227","PTHR11599","KOG0182","3.4.25.1","K02730","AT2G05840.1","PAA2","20S proteasome subunit PAA2",35
"Bra015317","Bra015317","PF00069,PF07714","PTHR11909","KOG1163","2.7.1.-","K00924","AT1G04440.1","CKL13","casein kinase like 13",35
"Bra012417","Bra012417","PF01501","","","","","AT1G24170.1","GATL8,LGT9","Nucleotide-diphospho-sugar transferases superfamily protein",35
"Bra036074","Bra036074","","","","","","AT3G50370.1","","",35
"Bra024075","Bra024075","PF01370,PF04321,PF02719,PF01073,PF07993","PTHR10366","KOG1371","5.1.3.6","K08679","AT4G30440.1","GAE1","UDP-D-glucuronate 4-epimerase 1",35
"Bra036615","Bra036615","PF01423","PTHR23338","KOG3293","","K12623","AT5G27720.1","emb1644","Small nuclear ribonucleoprotein family protein",35
"Bra029923","Bra029923","","PTHR23125","","","","AT3G48880.1","","RNI-like superfamily protein",35
"Bra033056","Bra033056","PF00067","PTHR19383","KOG0156","","","AT3G28740.1","CYP81D1","Cytochrome P450 superfamily protein",35
"Bra022168","Bra022168","PF05498","","","","","AT3G16570.1","ATRALF23,RALF23","rapid alkalinization factor 23",35
