"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"Bra014903","","","","","","AT1G31130.1","",""
"Bra014908","PF02507","","","","K02694","AT1G31330.1","PSAF","photosystem I subunit F"
"Bra014911","PF01179,PF05291","PTHR12821","KOG3871","","","AT1G31660.1","",""
"Bra014938","PF07189","PTHR20978","KOG3485","","K12832","AT3G23325.1","","Splicing factor 3B subunit 5/RDS3 complex subunit 10"
"Bra015023","PF00920","PTHR21000","KOG2448","4.2.1.9","K01687","AT3G23940.1","","dehydratase family"
"Bra015025","PF01373","","","","","AT3G23920.1","BAM1,BMY7,TR-BAMY","beta-amylase 1"
"Bra015047","PF00012,PF06723","PTHR19375","KOG0100","","K09490","AT5G42020.1","BIP,BIP2","Heat shock protein 70 (Hsp 70) family protein"
"Bra015052","PF00023,PF00004","PTHR18958","KOG4214","","","AT3G24530.1","","AAA-type ATPase family protein / ankyrin repeat family protein"
"Bra015061","PF00717,PF10502","PTHR12383","KOG0171","3.4.21.89","K03100","AT3G24590.1","PLSP1","plastidic type i signal peptidase 1"
"Bra015065","PF04367","","","","","AT2G20120.1","COV1","Protein of unknown function (DUF502)"
"Bra015088","PF00572","PTHR11545","KOG3204","","K02872","AT3G24830.1","","Ribosomal protein L13 family protein"
"Bra015131","PF01554,PF00861","PTHR23410","KOG1347","","","AT2G04040.1","ATDTX1,TX1","MATE efflux family protein"
"Bra015153","PF01176","PTHR21668","KOG3403","","K03236","AT2G04520.1","","Nucleic acid-binding, OB-fold-like protein"
"Bra015170","PF10584,PF00227","PTHR11599","KOG0182","3.4.25.1","K02730","AT2G05840.1","PAA2","20S proteasome subunit PAA2"
"Bra015225","PF00097","PTHR22766","","","","AT2G15580.1","","RING/U-box superfamily protein"
"Bra015237","PF00160,PF00515,PF07719","PTHR11071","KOG0546","5.2.1.8","K05864","AT2G15790.1","CYP40,SQN","peptidyl-prolyl cis-trans isomerase / cyclophilin-40 (CYP40) / rotamase"
"Bra015274","PF02469","","","","","AT1G03870.1","FLA9","FASCICLIN-like arabinoogalactan 9"
"Bra015298","PF02309","","","","","AT1G04250.1","AXR3,IAA17","AUX/IAA transcriptional regulator family protein"
"Bra015301","PF03061","PTHR21660","KOG3328","","","AT1G04290.1","","Thioesterase superfamily protein"
"Bra015305","PF05514","","","","","AT1G04340.1","","HR-like lesion-inducing protein-related"
"Bra015315","PF00248","PTHR11732","KOG1575","","","AT1G04420.1","","NAD(P)-linked oxidoreductase superfamily protein"
"Bra015316","PF03141,PF08241","PTHR10108","","","","AT1G04430.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra015317","PF00069,PF07714","PTHR11909","KOG1163","2.7.1.-","K00924","AT1G04440.1","CKL13","casein kinase like 13"
"Bra015319","PF00238","PTHR11761","KOG0901","","","AT1G04480.1","","Ribosomal protein L14p/L23e family protein"
"Bra015397","PF00347","PTHR11655","KOG3254","","","AT1G05190.1","emb2394","Ribosomal protein L6 family"
"Bra015456","PF00010","","","","","AT1G05805.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"Bra015499","PF06480,PF07728,PF00004,PF01434","PTHR23076","KOG0731","3.4.24.-","K03798","AT1G06430.1","FTSH8","FTSH protease 8"
"Bra015520","PF01789","","","","K02717","AT1G06680.1","OE23,OEE2,PSBP-1,PSII-P","photosystem II subunit P-1"
"Bra015538","","","","","","AT1G06950.1","ATTIC110,TIC110","translocon at the inner envelope membrane of chloroplasts 110"
"Bra015544","PF00149","","KOG0374","","","AT1G07010.1","","Calcineurin-like metallo-phosphoesterase superfamily protein"
"Bra015564","PF04185","","","3.1.4.3","K01114","AT1G07230.1","NPC1","non-specific phospholipase C1"
"Bra015572","","PTHR13291","KOG2934","","","AT1G07300.1","","josephin protein-related"
"Bra015574","PF00573","PTHR10746","KOG1624","","","AT1G07320.1","RPL4","ribosomal protein L4"
"Bra015594","","","","","","AT1G07610.1","MT1C","metallothionein 1C"
"Bra015613","PF01554","PTHR11206","KOG1347","","","AT1G47530.1","","MATE efflux family protein"
"Bra015638","PF01190","","","","","AT1G78040.1","","Pollen Ole e 1 allergen and extensin family protein"
"Bra015654","PF01762","PTHR11214","KOG2288","","","AT1G77810.2","","Galactosyltransferase family protein"
"Bra015665","PF00085","PTHR18929","KOG0190","5.3.4.1","K09580","AT1G77510.1","ATPDI6,ATPDIL1-2,PDI6,PDIL1-2","PDI-like 1-2"
"Bra015668","PF00141","","","1.11.1.11","K00434","AT1G77490.1","TAPX","thylakoidal ascorbate peroxidase"
"Bra015752","","","","","","AT1G76405.2","",""
"Bra015781","PF07732,PF00394,PF07731","PTHR11709","KOG1263","","","AT1G76160.1","sks5","SKU5 similar 5"
"Bra015784","PF00128,PF07821","PTHR10357","KOG0471","","","AT1G76130.1","AMY2,ATAMY2","alpha-amylase-like 2"
"Bra015843","PF00179","PTHR11621","KOG0427","6.3.2.19","K10688","AT1G75440.1","UBC16","ubiquitin-conjugating enzyme 16"
"Bra015845","PF07526,PF05920,PF00046","PTHR11850","KOG0773","","","AT1G75410.1","BLH3","BEL1-like homeodomain 3"
"Bra015878","PF00380","PTHR21569","KOG1697","","K02996","AT1G74970.1","RPS9,TWN3","ribosomal protein S9"
"Bra015938","PF00685","PTHR11783","KOG1584","","","AT1G74090.1","ATSOT18,ATST5B,SOT18","desulfo-glucosinolate sulfotransferase 18"
"Bra016062","PF00318","PTHR11489","KOG0830","","","AT1G72370.1","AP40,P40,RP40,RPSAA","40s ribosomal protein SA"
"Bra016074","PF04137","PTHR12613","KOG2608","","","AT1G72280.1","AERO1,ERO1","endoplasmic reticulum oxidoreductins 1"
"Bra016123","PF00575","PTHR10724","","","K02945","AT1G71720.1","","Nucleic acid-binding proteins superfamily"
"Bra016127","PF00141","","","1.11.1.7","K00430","AT1G71695.1","","Peroxidase superfamily protein"
"Bra016153","PF01207","PTHR11082","KOG2335","","","AT3G63510.1","","FMN-linked oxidoreductases superfamily protein"
"Bra016163","PF07732,PF00394,PF07731","PTHR11709","","","","AT1G71040.1","LPR2","Cupredoxin superfamily protein"
"Bra016195","PF05042","","","","","AT1G70670.1","","Caleosin-related family protein"
"Bra016226","PF11721","PTHR23258","","","","AT1G56130.1","","Leucine-rich repeat transmembrane protein kinase"
"Bra016259","PF00854","PTHR11654","KOG1237","","","AT1G69870.1","NRT1.7","nitrate transporter 1.7"
"Bra016264","PF00179","PTHR11621","KOG0419","6.3.2.19","K10573","AT2G02760.1","ATUBC2,UBC2","ubiquiting-conjugating enzyme 2"
"Bra016284","PF03105,PF03124","PTHR10783","KOG1162","","","AT1G35350.1","","EXS (ERD1/XPR1/SYG1) family protein"
"Bra016356","","PTHR11886:SF3","","","","AT1G23220.1","","Dynein light chain type 1 family protein"
"Bra016402","PF01476","","","","","AT1G21880.2","LYM1","lysm domain GPI-anchored protein 1 precursor"
"Bra016419","PF01501","PTHR11183","KOG1950","","","AT1G77130.1","GUX3,PGSIP2","plant glycogenin-like starch initiation protein 2"
"Bra016459","PF00199,PF06628","PTHR11465","KOG0047","","","AT1G20620.1","ATCAT3,CAT3,SEN2","catalase 3"
"Bra016471","PF03171","PTHR10869","KOG1591","1.14.11.2","K00472","AT1G20270.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra016478","PF00168","PTHR10774","","","","AT1G20080.1","ATSYTB,NTMC2T1.2,NTMC2TYPE1.2,SYT2,SYTB","Calcium-dependent lipid-binding (CaLB domain) family protein"
"Bra016502","","PTHR22572","","","","AT1G19580.1","GAMMA CA1","gamma carbonic anhydrase 1"
"Bra016557","PF10269","PTHR12183","KOG4172","","","AT1G68820.1","","Transmembrane Fragile-X-F-associated protein"
"Bra016641","PF03348,PF00646,PF01344,PF07646","PTHR10383","KOG2592","","","AT1G16250.1","","Galactose oxidase/kelch repeat superfamily protein"
"Bra016674","PF00561","PTHR11005","","","","AT1G15060.1","","Uncharacterised conserved protein UCP031088, alpha/beta hydrolase"
"Bra016683","PF00149","PTHR10161","KOG2679","3.1.3.2","K01078","AT1G14700.1","ATPAP3,PAP3","purple acid phosphatase 3"
"Bra016694","PF00789","PTHR23322","KOG1364","","","AT1G14580.1","","C2H2-like zinc finger protein"
"Bra016703","PF00179","PTHR11621","KOG0419","6.3.2.19","K10573","AT1G14400.1","ATUBC1,UBC1","ubiquitin carrier protein 1"
"Bra016720","PF03763","","","","","AT1G13920.1","","Remorin family protein"
"Bra016736","","","","","","AT5G44600.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"Bra016752","PF03223","PTHR10137","KOG2909","3.6.3.14","K02148","AT1G12840.1","ATVHA-C,DET3","vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)"
"Bra016758","PF00270,PF00271,PF01535","PTHR10483","KOG0327","","","AT1G12770.1","EMB1586,ISE1","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"Bra016776","PF00875,PF03441","PTHR10211","KOG0133","4.1.99.3","K01669","AT1G12370.2","PHR1,UVR2","photolyase 1"
"Bra016811","PF00903","PTHR10374","KOG2943","4.4.1.5","K01759","AT1G11840.6","ATGLX1,GLX1","glyoxalase I homolog"
"Bra016903","PF00023,PF00642","PTHR14493","KOG1595","","","AT2G41900.1","","CCCH-type zinc finger protein with ARM repeat domain"
"Bra016930","PF00141","","","1.11.1.7","K00430","AT2G41480.1","","Peroxidase superfamily protein"
"Bra016955","PF00397,PF01209,PF08241,PF08242","PTHR21737","KOG0152","","K12865","AT2G41020.1","","WW domain-containing protein"
"Bra016964","PF00067","PTHR19383","KOG0156","","","AT2G40890.1","CYP98A3","cytochrome P450, family 98, subfamily A, polypeptide 3"
"Bra016974","PF03106","","","","","AT2G40750.1","ATWRKY54,WRKY54","WRKY DNA-binding protein 54"
"Bra016986","PF02705","","","","K03549","AT2G40540.1","ATKT2,ATKUP2,KT2,KUP2,SHY3,TRK2","potassium transporter 2"
"Bra016993","PF00854","PTHR11654","KOG1237","","","AT2G40460.1","","Major facilitator superfamily protein"
"Bra017008","PF04187,PF11891","","","","","AT2G40400.1","","Protein of unknown function (DUF399 and DUF3411)"
"Bra017019","PF07714,PF00069","PTHR23258","KOG1187","","","AT2G40270.1","","Protein kinase family protein"
"Bra017077","PF12146,PF00561","PTHR11614","KOG1455","","","AT2G39400.1","","alpha/beta-Hydrolases superfamily protein"
"Bra017081","PF03399,PF10075","PTHR12436","KOG1861","","","AT2G39340.1","","SAC3/GANP/Nin1/mts3/eIF-3 p25 family"
"Bra017133","PF00657,PF01680,PF05690","","KOG1606","","","AT2G38180.1","","SGNH hydrolase-type esterase superfamily protein"
"Bra017134","PF01699","","KOG1397","","K07300","AT2G38170.1","ATCAX1,CAX1,RCI4","cation exchanger 1"
"Bra017162","PF09783","","","","","AT2G37680.1","",""
"Bra017182","PF01960","PTHR23100","KOG2786","2.3.1.1,2.3.1.35","K00620","AT2G37500.1","","arginine biosynthesis protein ArgJ family"
"Bra017199","PF00177","PTHR11205","KOG3291","","K02989","AT2G37270.1","ATRPS5B,RPS5B","ribosomal protein 5B"
"Bra017203","PF04535","","","","","AT2G37200.1","","Uncharacterised protein family (UPF0497)"
"Bra017279","PF00009,PF03144,PF03764,PF00679","PTHR23115","KOG0469","3.6.5.3","K03234","AT1G56070.1","LOS1","Ribosomal protein S5/Elongation factor G/III/V family protein"
"Bra017342","","","","","","AT3G25910.1","","Protein of unknown function (DUF1644)"
"Bra017436","PF02985,PF11916","PTHR16023","KOG0212","","","AT2G01690.1","","ARM repeat superfamily protein"
"Bra017454","","","","","","AT2G01410.1","","NHL domain-containing protein"
"Bra017499","PF00635","PTHR10809","KOG0439","","","AT5G47180.1","","Plant VAMP (vesicle-associated membrane protein) family protein"
"Bra017546","PF00595,PF03572","","","","","AT5G46390.2","","Peptidase S41 family protein"
"Bra017566","PF05383,PF00076","PTHR22792","KOG0107","","","AT5G46250.1","","RNA-binding protein"
"Bra017602","PF00069,PF07714","PTHR11295","KOG0661","","","AT4G19110.1","","Protein kinase superfamily protein"
"Bra017604","PF04057,PF01336,PF08646","PTHR23273","KOG0851","","K07466","AT5G45400.1","ATRPA70C,RPA70C","Replication factor-A protein 1-related"
"Bra017625","","","","","","AT4G34090.1","",""
"Bra017633","PF04199","","","","","AT4G34180.1","","Cyclase family protein"
"Bra017644","PF02201","PTHR13844","","","","AT4G34290.1","","SWIB/MDM2 domain superfamily protein"
"Bra017666","PF07526,PF05920,PF00046","PTHR11850","KOG0773","","","AT4G34610.1","BLH6","BEL1-like homeodomain 6"
"Bra017672","PF02784,PF00278","PTHR11482","","4.1.1.19","K01583","AT4G34710.1","ADC2,ATADC2,SPE2","arginine decarboxylase 2"
"Bra017684","PF05922,PF00082,PF02225","PTHR10795","","","","AT4G34980.1","SLP2","subtilisin-like serine protease 2"
"Bra017693","PF00199,PF06628","PTHR11465","KOG0047","1.11.1.6","K03781","AT4G35090.1","CAT2","catalase 2"
"Bra017723","PF00505","PTHR13711","KOG0381","","","AT2G17560.1","HMGB4,NFD04,NFD4","high mobility group B4"
"Bra017749","PF00181,PF03947","PTHR13691","KOG2309","","K02938","AT4G36130.1","","Ribosomal protein L2 family"
"Bra017752","PF00067","PTHR19383","KOG0156","1.14.-.-","K09755","AT4G36220.1","CYP84A1,FAH1","ferulic acid 5-hydroxylase 1"
"Bra017781","PF00258,PF03358,PF02525","","KOG3135","","","AT4G36750.1","","Quinone reductase family protein"
"Bra017823","","","","","","AT2G23130.1","AGP17,ATAGP17","arabinogalactan protein 17"
"Bra017826","PF00561","PTHR10992","KOG1454","","","AT4G37470.1","","alpha/beta-Hydrolases superfamily protein"
"Bra017853","PF00046,PF02183","PTHR19418","KOG0483","","K09338","AT4G37790.1","HAT22","Homeobox-leucine zipper protein family"
"Bra017855","PF00722,PF06955","","","2.4.1.207","K08235","AT4G37800.1","XTH7","xyloglucan endotransglucosylase/hydrolase 7"
"Bra017872","PF01583","PTHR11055","KOG0635","2.7.1.25","K00860","AT4G39940.1","AKN2,APK2","APS-kinase 2"
"Bra017907","PF00578,PF08534","","","","","AT1G21350.3","","Thioredoxin superfamily protein"
"Bra017916","PF03083","PTHR10791","KOG1623","","","AT1G21460.1","","Nodulin MtN3 family protein"
"Bra017964","PF01063","PTHR11825","KOG0975","2.6.1.42","K00826","AT3G49680.1","ATBCAT-3,BCAT3","branched-chain aminotransferase 3"
"Bra017969","PF03171","PTHR10209","KOG0143","","","AT3G49630.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"Bra017976","PF02466,PF00536","","KOG3225","","","AT5G24650.1","","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein"
"Bra017986","PF00076","PTHR10548","KOG0105","","","AT3G49430.1","SRp34a","SER/ARG-rich protein 34A"
"Bra017987","PF07145,PF00076","PTHR10432","KOG0131","","","AT3G49390.1","CID10","CTC-interacting domain 10"
"Bra018006","PF00141","","","1.11.1.7","K00430","AT3G49120.1","ATPCB,ATPERX34,PERX34,PRX34,PRXCB","peroxidase CB"
"Bra018028","PF00173","PTHR10281","KOG1110","","","AT3G48890.1","ATMAPR3,ATMP2,MAPR3,MSBP2","membrane-associated progesterone binding protein 3"
"Bra018030","PF02861,PF00004,PF07728,PF02151,PF00158,PF07724,PF10431","PTHR11638","KOG1051","","","AT3G48870.2","ATCLPC,ATHSP93-III,HSP93-III","Clp ATPase"
"Bra018039","PF03083","PTHR10791","KOG1623","","","AT3G48740.1","","Nodulin MtN3 family protein"
"Bra018085","PF01764","","","","","AT3G48080.1","","alpha/beta-Hydrolases superfamily protein"
"Bra018100","PF01565,PF04030","PTHR13878","KOG4730","1.3.2.3","K00225","AT3G47930.1","ATGLDH,GLDH","L-galactono-1,4-lactone dehydrogenase"
"Bra018112","PF01263","PTHR10091","KOG1604","5.1.3.3","K01785","AT3G47800.1","","Galactose mutarotase-like superfamily protein"
"Bra018122","PF04043","PTHR22931:SF5","","","","AT3G47670.1","","Plant invertase/pectin methylesterase inhibitor superfamily protein"
"Bra018137","PF00056,PF01073,PF02866","PTHR11540","KOG1494","1.1.1.37","K00026","AT3G47520.1","MDH","malate dehydrogenase"
"Bra018141","PF02701","","","","","AT3G47500.1","CDF3","cycling DOF factor 3"
"Bra018184","PF00091,PF03953","PTHR11588","KOG1375","","K07375","AT5G62700.1","TUB3","tubulin beta chain 3"
"Bra018210","PF00022","PTHR11937","KOG0676","","K10355","AT3G46520.1","ACT12","actin-12"
"Bra018223","PF00249","PTHR10641","KOG0048","","","AT3G46130.1","ATMYB48,ATMYB48-1,ATMYB48-2,ATMYB48-3,MYB48","myb domain protein 48"
"Bra018232","PF00255,PF00578,PF08534","PTHR11592","KOG1651","1.11.1.9","K00432","AT2G31570.1","ATGPX2,GPX2","glutathione peroxidase 2"
"Bra018252","PF00753","PTHR11935","KOG0813","","","AT2G31350.1","GLX2-5","glyoxalase 2-5"
"Bra018264","PF01406,PF09334,PF00133,PF09190","PTHR10890","KOG2007","6.1.1.16","K01883","AT2G31170.1","SYCO ARATH","Cysteinyl-tRNA synthetase, class Ia family protein"
"Bra018277","","","","","","AT2G31130.1","",""
"Bra018324","PF00076","PTHR10501","KOG4206","","K11094","AT2G30260.1","U2B\'\'","U2 small nuclear ribonucleoprotein B"
"Bra018329","PF00698","PTHR10982","KOG2926","2.3.1.39","K00645","AT2G30200.1","","catalytics;transferases;[acyl-carrier-protein] S-malonyltransferases;binding"
"Bra018338","PF00899,PF10585,PF02134,PF09358","PTHR10953","KOG2012","6.3.2.19","K03178","AT2G30110.1","ATUBA1,MOS5,UBA1","ubiquitin-activating enzyme 1"
"Bra018340","PF00583","PTHR23091","","","","AT2G30090.1","","Acyl-CoA N-acyltransferases (NAT) superfamily protein"
"Bra018381","PF02953","PTHR11038","KOG3480","","","AT2G29530.1","TIM10","Tim10/DDP family zinc finger protein"
"Bra018407","PF01480","PTHR23148","KOG2146","","K13171","AT2G29210.1","","splicing factor PWI domain-containing protein"
"Bra018435","","PTHR13824","KOG4308","","","AT1G10510.1","emb2004","RNI-like superfamily protein"
"Bra018436","PF01521","PTHR10072","KOG1120","","","AT1G10500.1","ATCPISCA,CPISCA","chloroplast-localized ISCA-like protein"
"Bra018454","PF00412","PTHR18973","KOG1700","","","AT1G10200.1","WLIM1","GATA type zinc finger transcription factor family protein"
"Bra018469","PF02727,PF02728,PF01179","PTHR10638","KOG1186","","","AT4G12290.1","","Copper amine oxidase family protein"
"Bra018487","PF01248","PTHR23105","KOG3387","","K12845","AT4G22380.1","","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein"
"Bra018518","PF00076","PTHR10432","KOG0144","","","AT4G03110.1","AtRBP-DR1,RBP-DR1","RNA-binding protein-defense related 1"
"Bra018520","PF00149","PTHR11668","KOG0374","3.1.3.16","K01090","AT4G03080.1","BSL1","BRI1 suppressor 1 (BSU1)-like 1"
"Bra018531","","","","","","AT4G02725.1","",""
"Bra018543","PF02798,PF00043","PTHR11260","KOG0867","2.5.1.18","K00799","AT2G02930.1","ATGSTF3,GST16,GSTF3","glutathione S-transferase F3"
"Bra018544","PF00234","","","","","AT4G00165.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"Bra018549","PF02518,PF01119,PF08676,PF04969","PTHR10073","KOG3158","","K10858","AT4G02460.1","PMS1","DNA mismatch repair protein, putative"
"Bra018573","PF03059","","","2.5.1.43","K05953","AT1G09240.1","ATNAS3,NAS3","nicotianamine synthase 3"
"Bra018595","PF00125,PF00808","PTHR23430","KOG1756","","K11251","AT1G08880.1","G-H2AX,GAMMA-H2AX,H2AXA,HTA5","Histone superfamily protein"
"Bra018596","PF00080,PF00861","PTHR10003","KOG0441","","","AT1G08845.2","","Ribosomal L18p/L5e family protein"
"Bra018610","","","","","","AT1G08640.1","CJD1","Chloroplast J-like domain 1"
"Bra018616","PF07137","","","1.10.99.3","K09839","AT1G08550.1","AVDE1,NPQ1","non-photochemical quenching 1"
"Bra018628","","","","","","AT1G08390.1","",""
"Bra018677","PF00141","","","","","AT1G07890.6","APX1,ATAPX01,ATAPX1,CS1,MEE6","ascorbate peroxidase 1"
"Bra018681","PF06984","PTHR21183","KOG3331","","","AT1G07830.1","","ribosomal protein L29 family protein"
"Bra018689","PF00410","PTHR11758","KOG1754","","K02957","AT1G07770.1","RPS15A","ribosomal protein S15A"
"Bra018695","PF04043","","","","","AT1G47960.1","ATC/VIF1,C/VIF1","cell wall / vacuolar inhibitor of fructosidase 1"
"Bra018723","","","","","","AT1G48330.1","",""
"Bra018736","PF00641","PTHR23238","KOG4198","","","AT1G48570.1","","zinc finger (Ran-binding) family protein"
"Bra018759","","","","","","AT3G26850.1","","histone-lysine N-methyltransferases"
"Bra018762","PF00076","PTHR10432","KOG4210","","K11294","AT1G48920.1","ATNUC-L1,NUC-L1,PARL1","nucleolin like 1"
