"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Cluster"
"Bra018615","Bra018615","PF00804,PF05739","PTHR19957","KOG0810","","K08486","AT1G08560.1","ATSYP111,KN,SYP111","syntaxin  of plants 111",9
"Bra003348","Bra003348","","","","","","AT3G58650.1","","",9
"Bra014969","Bra014969","PF00225,PF06548","PTHR16012","KOG4280","","","AT3G23670.1","KINESIN-12B,PAKRP1L","phragmoplast-associated kinesin-related protein, putative",9
"Bra033344","Bra033344","PF03552","","","2.4.2.24","K00770","AT1G02730.1","ATCSLD5,CSLD5,SOS6","cellulose synthase-like D5",9
"Bra011386","Bra011386","PF00069,PF07714","PTHR22985","KOG0580","2.7.11.1","K08850","AT4G32830.1","AtAUR1,AUR1","ataurora1",9
"Bra004004","Bra004004","PF07897","","","","","AT1G69260.1","AFP1","ABI five binding protein",9
"Bra005917","Bra005917","PF08263,PF00560","PTHR23258","KOG0617","","","AT5G06860.1","ATPGIP1,PGIP1","polygalacturonase inhibiting protein 1",9
"Bra016071","Bra016071","","","","","","","","",9
"Bra018970","Bra018970","","","","","","AT1G52410.1","TSA1","TSK-associating protein 1",9
"Bra017769","Bra017769*","PF00382","PTHR11618","KOG1597","","K03124","AT4G36650.1","ATPBRP,PBRP","plant-specific TFIIB-related protein",9
"Bra017770","Bra017770*","PF06708","","","","","AT4G36660.1","","Protein of unknown function (DUF1195)",9
"Bra017771","Bra017771*","PF00083,PF07690","PTHR11600","KOG0254","","","AT4G36670.1","","Major facilitator superfamily protein",9
"Bra038091","Bra038091*","","","","","","AT4G15140.1","","",9
"Bra038092","Bra038092*","PF00067","PTHR19383","KOG0157","","","AT4G15110.1","CYP97B3","cytochrome P450, family 97, subfamily B, polypeptide 3",9
"Bra021672","Bra021672*","PF03171","PTHR10209","KOG0143","","","AT2G30840.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",9
"Bra014658","Bra014658*","PF00010","PTHR19290","","","","AT3G56970.1","BHLH038,ORG2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",9
"Bra014659","Bra014659*","PF00010","PTHR23349","","","","AT3G56970.1","BHLH038,ORG2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",9
"Bra020523","Bra020523*","PF00232","PTHR10353","","","","AT5G26000.1","BGLU38,TGG1","thioglucoside glucohydrolase 1",9
"Bra020538","Bra020538*","PF00686,PF01326","PTHR22931","","","","AT5G26570.1","ATGWD3,OK1,PWD","catalytics;carbohydrate kinases;phosphoglucan, water dikinases",9
"Bra020784","Bra020784*","","","","","","AT3G06035.1","","Glycoprotein membrane precursor GPI-anchored",9
"Bra020785","Bra020785*","PF00069,PF07714","PTHR22986","KOG0198","","","AT3G06030.1","ANP3,MAPKKK12,NP3","NPK1-related protein kinase 3",9
"Bra016201","Bra016201*","","","","","","","","",9
"Bra016202","Bra016202*","PF00155","PTHR11751","KOG0258","2.6.1.2","K00814","AT1G70580.1","AOAT2,GGT2","alanine-2-oxoglutarate aminotransferase 2",9
"Bra005961","Bra005961","PF00130,PF00781,PF00609","PTHR11255","KOG1169","","","AT5G07920.1","ATDGK1,DGK1","diacylglycerol kinase1",10
"Bra009312","Bra009312","PF00067","PTHR19383","KOG0156","1.14.13.21","K05280","AT5G07990.1","CYP75B1,D501,TT7","Cytochrome P450 superfamily protein",10
"Bra013423","Bra013423","","PTHR12183","KOG1100","","","AT4G19700.1","RING","SBP (S-ribonuclease binding protein) family protein",10
"Bra014883","Bra014883","","","","","","AT1G30475.1","","",10
"Bra031617","Bra031617","PF00026","PTHR13683","KOG1339","","","AT1G08210.1","","Eukaryotic aspartyl protease family protein",10
"Bra030820","Bra030820","PF02365","","","","","AT1G56010.2","anac021,ANAC022,NAC1","NAC domain containing protein 1",10
"Bra037939","Bra037939","PF00106,PF08659,PF01370","PTHR19410","KOG1208","","","AT5G50130.1","","NAD(P)-binding Rossmann-fold superfamily protein",10
"Bra013190","Bra013190","PF01535","PTHR10483","","","","AT2G04860.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",10
"Bra000591","Bra000591","PF01490","PTHR22950","KOG1304","","","AT2G42005.1","","Transmembrane amino acid transporter family protein",10
"Bra035100","Bra035100","PF02536","PTHR13068","KOG1267","","","AT1G79220.1","","Mitochondrial transcription termination factor family protein",10
"Bra036447","Bra036447","PF00232","PTHR10353","KOG0626","","","AT3G03640.1","BGLU25,GLUC","beta glucosidase 25",10
"Bra040819","Bra040819","PF00067","PTHR19383","KOG0156","1.14.-.-","K00517","AT3G26330.1","CYP71B37","cytochrome P450, family 71, subfamily B, polypeptide 37",10
"Bra031158","Bra031158","PF01490","PTHR22950","KOG1303","","K13946","AT2G21050.1","LAX2","like AUXIN RESISTANT 2",10
"Bra026028","Bra026028","PF00453","PTHR10986","KOG4707","","","AT1G16740.1","","Ribosomal protein L20",10
"Bra022133","Bra022133","PF01535","PTHR10483","","","","AT5G47460.1","","Pentatricopeptide repeat (PPR) superfamily protein",10
"Bra002322","Bra002322","PF04570","","","","","AT5G20700.1","","Protein of unknown function (DUF581)",10
"Bra013756","Bra013756","PF01204","PTHR23403","KOG0602","3.2.1.28","K01194","AT4G24040.1","ATTRE1,TRE1","trehalase 1",10
"Bra003603","Bra003603","PF00564,PF07714,PF00069","PTHR23257","KOG0192","","","AT1G79570.1","","Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain",10
"Bra039144","Bra039144","PF01053,PF01212","PTHR11808","KOG0053","2.5.1.48","K01739","AT3G01120.1","ATCYS1,CGS,CGS1,MTO1","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein",10
"Bra005677","Bra005677","PF00210","PTHR11431","KOG2332","1.16.3.1","K00522","AT5G01600.1","ATFER1,FER1","ferretin 1",10
"Bra012337","Bra012337","PF00249","PTHR10641","KOG0048","","K09422","AT1G22640.1","ATMYB3,MYB3","myb domain protein 3",10
"Bra002038","Bra002038","PF00481","PTHR13832","KOG0698","3.1.3.16","K14497","AT3G11410.1","AHG3,ATPP2CA,PP2CA","protein phosphatase 2CA",10
"Bra002470","Bra002470","PF00097","PTHR23012","","","","AT5G60580.1","","RING/U-box superfamily protein",10
"Bra014855","Bra014855","PF00153","PTHR11896","KOG0752","","","AT3G53940.1","","Mitochondrial substrate carrier family protein",10
"Bra026143","Bra026143","PF00571","PTHR13780","KOG1764","","","AT1G15330.1","","Cystathionine beta-synthase (CBS) protein",10
"Bra016419","Bra016419","PF01501","PTHR11183","KOG1950","","","AT1G77130.1","GUX3,PGSIP2","plant glycogenin-like starch initiation protein 2",10
"Bra004928","Bra004928","PF00319,PF01486","PTHR11945","KOG0014","","","AT2G45660.1","AGL20,ATSOC1,SOC1","AGAMOUS-like 20",10
"Bra008497","Bra008497","PF04525","","","","","AT1G80120.1","","Protein of unknown function (DUF567)",10
"Bra031191","Bra031191*","PF00899,PF10585,PF02134","PTHR10953","KOG2013","6.3.2.19","K10685","AT2G21470.1","ATSAE2,EMB2764,SAE2","SUMO-activating enzyme 2",10
"Bra031192","Bra031192*","PF00257","","","","","AT2G21490.1","LEA","dehydrin LEA",10
"Bra029472","Bra029472*","PF03650","PTHR14154","KOG1589","","","AT1G64590.1","","NAD(P)-binding Rossmann-fold superfamily protein",10
"Bra029473","Bra029473*","PF08387","","","","","AT5G18770.1","","F-box/FBD-like domains containing protein",10
"Bra019253","Bra019253*","PF03552","","","","","AT4G23990.1","ATCSLG3,CSLG3","cellulose synthase like G3",10
"Bra019254","Bra019254*","PF03552","","","","","AT4G24010.1","ATCSLG1,CSLG1","cellulose synthase like G1",10
"Bra021529","Bra021529*","PF05922,PF00082,PF02225","PTHR10795","","","","AT3G14067.1","","Subtilase family protein",10
"Bra021530","Bra021530*","PF03893,PF01764","PTHR21493","KOG2088","","","AT3G14075.1","","Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3",10
"Bra027553","Bra027553","PF01565","PTHR13878","","","","AT5G44400.1","","FAD-binding Berberine family protein",11
"Bra003989","Bra003989","PF00917","PTHR10420","KOG1987","","","AT1G69660.1","","TRAF-like family protein",11
"Bra027934","Bra027934","PF00227","PTHR11599","KOG0185","3.4.25.1","K02736","AT1G56450.1","PBG1","20S proteasome beta subunit G1",11
"Bra006079","Bra006079","PF02990","PTHR10766","KOG1278","","","AT5G10840.1","","Endomembrane protein 70 protein family",11
"Bra033788","Bra033788","","","","","","AT3G47640.1","PYE","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",11
"Bra017110","Bra017110","PF01501","","","2.4.1.43","K13648","AT2G38650.1","GAUT7,LGT7","galacturonosyltransferase 7",11
"Bra008690","Bra008690","PF07524","PTHR23307","KOG2389","","","AT5G15570.1","","Bromodomain transcription factor",11
"Bra033796","Bra033796","PF00091,PF03953","PTHR11588","KOG1375","","K07375","AT5G62690.1","TUB2","tubulin beta chain 2",11
"Bra028603","Bra028603","PF00106,PF08659,PF01370","PTHR19410","KOG1209","","","AT5G10050.1","","NAD(P)-binding Rossmann-fold superfamily protein",11
"Bra025945","Bra025945","PF05623","","","","","AT1G17830.1","","Protein of unknown function (DUF789)",11
"Bra003055","Bra003055","PF00069,PF04755","","KOG0594","","","AT5G53450.1","ORG1","OBP3-responsive gene 1",11
"Bra008935","Bra008935","","","","","","AT5G11810.1","","",11
"Bra026290","Bra026290","","","","","","AT4G28025.1","","",11
"Bra000063","Bra000063","","","","","","AT2G38450.1","","",11
"Bra034990","Bra034990","PF02485","","","","","AT5G22070.1","","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",11
"Bra004030","Bra004030","PF00854","PTHR11654","KOG1237","","","AT1G68570.1","","Major facilitator superfamily protein",11
"Bra015070","Bra015070","PF00544","","","4.2.2.2","K01728","AT3G24670.1","","Pectin lyase-like superfamily protein",11
"Bra006778","Bra006778","PF10674","","","","","AT5G58250.1","","",11
"Bra040442","Bra040442","PF00069,PF07714","PTHR22986","KOG0589","2.7.11.1","K08857","AT3G63280.1","ATNEK4,NEK4","NIMA-related kinase 4",11
"Bra018002","Bra018002","PF00400","PTHR18763","","","","AT3G49180.1","RID3","Transducin/WD40 repeat-like superfamily protein",11
"Bra038089","Bra038089","","","","","","AT4G15160.1","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",11
"Bra024890","Bra024890","","","","","","AT2G01340.1","At17.1","",11
"Bra006454","Bra006454","PF00380","PTHR21569","KOG1753","","K02960","AT5G18380.1","","Ribosomal protein S5 domain 2-like superfamily protein",11
"Bra004225","Bra004225","PF00237","PTHR11593","KOG3353","","","AT1G67430.1","","Ribosomal protein L22p/L17e family protein",11
"Bra005603","Bra005603","PF06364","","","","","AT2G32580.1","","Protein of unknown function (DUF1068)",11
"Bra025816","Bra025816","PF02897,PF00326","PTHR11757","KOG2237","3.4.21.26","K01322","AT1G20380.1","","Prolyl oligopeptidase family protein",11
"Bra007239","Bra007239","PF00081,PF02777","PTHR11404","KOG0876","1.15.1.1","K04564","AT3G56350.1","","Iron/manganese superoxide dismutase family protein",11
"Bra020062","Bra020062","PF00091,PF03953","PTHR11588","KOG1376","","K07374","AT5G19770.1","TUA3","tubulin alpha-3",11
"Bra039321","Bra039321","PF04189","PTHR12945","KOG1416","","K03256","AT2G45730.1","","eukaryotic initiation factor 3 gamma subunit family protein",11
"Bra004924","Bra004924","PF07859","PTHR23024","KOG1515","","","AT2G45600.1","","alpha/beta-Hydrolases superfamily protein",11
"Bra018306","Bra018306","","","","","","AT2G30560.1","","glycine-rich protein",11
"Bra034815","Bra034815","PF06876","","","","","AT3G11720.3","","Polyketide cyclase/dehydrase and lipid transport superfamily protein",11
"Bra020393","Bra020393","PF08212,PF00061","PTHR10612:SF7","KOG4824","","K03098","AT5G58070.1","ATTIL,TIL","temperature-induced lipocalin",11
"Bra012244","Bra012244","PF00505","PTHR13711","","","","AT1G20696.2","HMGB3,NFD03,NFD3","high mobility group B3",11
"Bra017723","Bra017723","PF00505","PTHR13711","KOG0381","","","AT2G17560.1","HMGB4,NFD04,NFD4","high mobility group B4",11
"Bra025452","Bra025452*","PF04061","PTHR12665","","","","AT5G42000.1","","ORMDL family protein",11
"Bra025453","Bra025453*","PF04827","PTHR22930","KOG4585","","","AT5G41980.1","","",11
"Bra025454","Bra025454*","PF06552,PF03690","PTHR11215","KOG2948","","","AT5G41950.1","","Tetratricopeptide repeat (TPR)-like superfamily protein",11
"Bra030262","Bra030262","PF00514,PF00168","PTHR23315","KOG0166","","","AT2G22125.1","CSI1","binding",12
"Bra026850","Bra026850","PF00732,PF05199","PTHR11552","KOG1238","","","AT1G14190.1","","Glucose-methanol-choline (GMC) oxidoreductase family protein",12
"Bra010867","Bra010867","PF08263,PF00560,PF00069,PF07714","PTHR23258","KOG1187","2.7.1.-","K00924","AT1G28440.1","HSL1","HAESA-like 1",12
"Bra040529","Bra040529","PF02045","PTHR12632","KOG1561","","","AT3G05690.1","ATHAP2B,HAP2B,NF-YA2,UNE8","nuclear factor Y, subunit A2",12
"Bra032674","Bra032674","PF00561","PTHR10992","KOG1454","","","AT4G12830.1","","alpha/beta-Hydrolases superfamily protein",12
"Bra012201","Bra012201","","","","","","AT1G19980.1","","cytomatrix protein-related",12
"Bra025889","Bra025889","PF04554","PTHR23201","","","","AT1G21310.1","ATEXT3,EXT3,RSH","extensin 3",12
"Bra033368","Bra033368","PF00010","","","","","AT1G03040.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",12
"Bra004999","Bra004999","","","","","","AT2G39950.1","","",12
"Bra026305","Bra026305","","","","","","AT4G27810.1","","",12
"Bra015511","Bra015511","PF00903","PTHR11959","KOG0638","1.13.11.27","K00457","AT1G06570.1","HPD,PDS1","phytoene desaturation 1",12
"Bra033990","Bra033990","PF07649","","","","","AT2G21840.1","","Cysteine/Histidine-rich C1 domain family protein",12
"Bra013213","Bra013213","PF00931","PTHR23155","KOG4658","","","AT5G43470.1","HRT,RCY1,RPP8","Disease resistance protein (CC-NBS-LRR class) family",12
"Bra009338","Bra009338","PF03634","","","","","AT5G08330.1","","TCP family transcription factor",12
"Bra011307","Bra011307","","PTHR12663","","","","AT4G31880.1","","",12
"Bra030231","Bra030231","PF00153","PTHR11896","KOG0759","","","AT2G22500.1","ATPUMP5,DIC1,UCP5","uncoupling protein 5",12
"Bra017209","Bra017209","PF00125,PF00808","PTHR11064","KOG0869","","","AT2G37060.1","NF-YB8","nuclear factor Y, subunit B8",12
"Bra029344","Bra029344","PF03634","","","","","AT5G60970.1","TCP5","TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 5",12
"Bra033949","Bra033949","PF01883","PTHR12377","KOG3381","","","AT1G68310.2","","Protein of unknown function (DUF59)",12
"Bra003142","Bra003142","PF00403","PTHR22814","KOG1603","","","AT3G53530.1","","Chloroplast-targeted copper chaperone protein",12
"Bra028844","Bra028844","PF07732,PF00394,PF07731","PTHR11709","KOG1263","","","AT5G03260.1","LAC11","laccase 11",12
"Bra041145","Bra041145","PF00177","PTHR11205","KOG3291","","","ATCG00900.1","","Ribosomal protein S7p/S5e family protein",12
"Bra011777","Bra011777","PF03514","","","","","AT4G37650.1","SGR7,SHR","GRAS family transcription factor",12
"Bra035686","Bra035686","PF00225","PTHR16012","KOG0243","","","AT2G28620.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein",12
"Bra018859","Bra018859","PF02678,PF05726","PTHR13903","","","K06911","AT1G50590.1","","RmlC-like cupins superfamily protein",12
"Bra037316","Bra037316","PF00036","PTHR10891","","","","AT1G73440.1","","calmodulin-related",12
"Bra027207","Bra027207","PF01429,PF00332","","","","","AT3G15800.1","","Glycosyl hydrolase superfamily protein",12
"Bra032640","Bra032640","PF01794,PF08022,PF08030","PTHR11972","KOG0039","","","AT1G01580.1","ATFRO2,FRD1,FRO2","ferric reduction oxidase 2",12
"Bra013176","Bra013176","PF07172","","","","","AT2G05520.3","ATGRP-3,ATGRP3,GRP-3,GRP3","glycine-rich protein 3",12
"Bra034460","Bra034460","PF04669","","","","","AT1G33800.1","","Protein of unknown function (DUF579)",12
"Bra027343","Bra027343","PF04535","PTHR11615","","","","AT3G14380.1","","Uncharacterised protein family (UPF0497)",12
"Bra031879","Bra031879","PF02358","PTHR10788","","","","AT5G65140.1","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein",12
"Bra034306","Bra034306","PF00149","PTHR22953","KOG1378","","","AT2G27190.1","ATPAP1,ATPAP12,PAP1,PAP12","purple acid phosphatase 12",12
"Bra031923","Bra031923","PF01535","PTHR10483","","","","AT5G64320.1","","Pentatricopeptide repeat (PPR) superfamily protein",12
"Bra032795","Bra032795","PF00400","PTHR22844","KOG0645","","","AT1G24530.1","","Transducin/WD40 repeat-like superfamily protein",12
"Bra011146","Bra011146","PF04776","","","","","AT5G63820.1","","Protein of unknown function (DUF626)",12
"Bra012999","Bra012999","PF07714,PF00069","PTHR23258","KOG1187","","","AT5G60900.1","RLK1","receptor-like protein kinase 1",12
"Bra011668","Bra011668","PF08263,PF00560,PF07714,PF00069","PTHR23258","KOG1187","","","AT4G36180.1","","Leucine-rich receptor-like protein kinase family protein",12
"Bra006051","Bra006051","PF00319,PF01486","PTHR11945","KOG0014","","","AT5G10140.1","AGL25,FLC,FLF","K-box region and MADS-box transcription factor family protein",12
"Bra025363","Bra025363","PF04770","","","","","AT3G28920.1","AtHB34,HB34","homeobox protein 34",12
"Bra004508","Bra004508","PF00076","PTHR10432","KOG0149","","","AT2G46780.1","","RNA-binding (RRM/RBD/RNP motifs) family protein",12
"Bra022425","Bra022425","PF08240,PF00107","PTHR11695","KOG0023","1.1.1.195","K00083","AT3G19450.1","ATCAD4,CAD,CAD-C,CAD4","GroES-like zinc-binding alcohol dehydrogenase family protein",12
"Bra008540","Bra008540","PF00201","PTHR11926","KOG1192","2.4.1.218","K08237","AT4G01070.1","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein",12
"Bra031635","Bra031635","PF01535","PTHR10483","","","","AT1G08610.1","","Pentatricopeptide repeat (PPR) superfamily protein",12
"Bra018857","Bra018857","PF00168","PTHR10024","","","","AT1G50570.1","","Calcium-dependent lipid-binding (CaLB domain) family protein",12
"Bra012651","Bra012651","PF04570","","","","","AT4G17670.1","","Protein of unknown function (DUF581)",12
"Bra022067","Bra022067","","","","","","AT3G01780.1","TPLATE","ARM repeat superfamily protein",12
"Bra025847","Bra025847","","","","","","AT1G20830.1","MCD1","multiple chloroplast division site 1",12
"Bra005521","Bra005521","PF00564,PF00069,PF07714","PTHR23257","KOG0192","","","AT3G24715.1","","Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain",12
"Bra016074","Bra016074","PF04137","PTHR12613","KOG2608","","","AT1G72280.1","AERO1,ERO1","endoplasmic reticulum oxidoreductins 1",12
"Bra028754","Bra028754","PF00487","","","","","AT5G05580.1","FAD8","fatty acid desaturase 8",12
"Bra033122","Bra033122","","","","","","AT4G12070.1","","",12
"Bra004657","Bra004657","PF03763","","","","","AT2G41870.1","","Remorin family protein",12
"Bra023612","Bra023612","PF00282","PTHR11999","KOG1383","","","AT5G17330.1","GAD,GAD1","glutamate decarboxylase",12
"Bra008785","Bra008785","PF05753","PTHR12861","KOG3317","","K13250","AT5G14030.1","","translocon-associated protein beta (TRAPB) family protein",12
"Bra005021","Bra005021","PF00026","PTHR13683","KOG1339","","","AT2G39710.1","","Eukaryotic aspartyl protease family protein",12
"Bra032050","Bra032050","PF06047","PTHR13087","KOG2812","","","AT4G02720.1","","",12
"Bra016144","Bra016144","PF07738,PF06588","PTHR12953","KOG1396","","","AT1G71360.1","","Galactose-binding protein",12
"Bra037412","Bra037412","PF03168","","","","","AT4G01410.1","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family",12
